transaction_id,sender_account_id,receiver_account_id,amount,currency,timestamp,is_suspicious,typology
5f723467-660d-4b52-adcd-ceeb7a984478,GB08EQTZ86061065673374,GB85LKXN19221882206318,910.07,GBP,2025-06-29 08:44:49.201902,0,None
8cd0d96a-e636-499b-ac94-324d972ef405,GB40KYWY70399630667005,GB55KQNB34563338923495,1597.72,GBP,2025-06-29 08:46:02.678362,0,None
43efca4c-bc87-4dbf-bf8f-17c99e452936,GB44JUJD80245940859356,GB89XDMQ24977054911406,1835.26,GBP,2025-06-29 08:50:49.244497,0,None
b3d55ed3-3ab9-458f-a401-aa8b3e9d580b,GB09OAMD30112738318172,GB03UTXU83292401162801,1047.79,GBP,2025-06-29 09:00:15.544094,0,None
5477306b-7f5c-403d-b84f-283072c8d337,GB11RIIA93865471927054,GB78STER42678617840548,157.18,GBP,2025-06-29 09:03:44.721879,0,None
08ec3f32-baaa-49aa-9865-325bea88c7b8,GB26XHEJ36792415712763,GB85IACC39215819277244,1136.07,GBP,2025-06-29 09:08:45.112544,0,None
3cc354d3-19e3-4154-a446-fcca6f999d0f,GB25DQMS30326456496741,GB57QAET33583843910657,1718.96,GBP,2025-06-29 09:13:07.914971,0,None
468ef504-bc34-4403-a124-2c057af4a8a4,GB34JGRX82697694136674,GB47KCZF16760896010665,761.06,GBP,2025-06-29 09:20:20.180812,0,None
1bd7fe5e-084f-4111-af1a-42e8c511fd6c,GB68ATCE94431414087834,GB56YAHE11245861547998,1828.93,GBP,2025-06-29 09:29:28.775768,0,None
bff104e9-e5fa-4bd6-b7a0-b81bb1a5acec,GB61RSTE46625760138079,GB91PMNR09846018040334,383.61,GBP,2025-06-29 09:37:27.188677,0,None
74d5b2d8-de8f-4835-b8de-58878e65c49b,GB66TCDV86641151644659,GB69YUTA23201651988906,1624.56,GBP,2025-06-29 09:37:51.484920,0,None
159dca7a-c4cc-454b-98cd-e0316f55ee90,GB10TUKL92277641490038,GB65YPAT96488639987568,88.64,GBP,2025-06-29 09:38:24.141001,0,None
e3d744b2-da49-4490-beea-1f17fee95e31,GB89DAVV84257542373534,GB03FNGM28862335704445,411.97,GBP,2025-06-29 09:42:07.842033,0,None
58062190-5055-49d3-857c-895b209d8366,GB83JTOY53930361999326,GB37HHDY15648356287531,655.53,GBP,2025-06-29 09:44:47.858341,0,None
4c647d9c-cc22-4d0d-bf57-246be0c7dd76,GB91YIOW90499157380679,GB42LSNA23398047327224,1472.67,GBP,2025-06-29 09:58:23.746073,0,None
51d48761-0e4f-4740-809a-7ebf8161cb13,GB63HXJX45385653523266,GB13JRHX42797302940695,957.68,GBP,2025-06-29 10:03:12.799691,0,None
d9bea75c-08d7-4a70-93a9-a0ef4a3593f8,GB46QMHI14487774763971,GB30SJDJ29009401774919,1925.68,GBP,2025-06-29 10:03:56.237205,0,None
95e36dce-9c09-4132-868f-94b6253f8983,GB77OUVN58575790336759,GB43OURP50805711784440,1489.43,GBP,2025-06-29 10:15:40.416900,0,None
9d27392b-49f6-41b4-a4ef-1a942482ca7a,GB37UQQL87489557131984,GB98MZJK96394684583109,279.05,GBP,2025-06-29 10:16:46.914468,0,None
9a4ad119-5507-4761-971a-ce315a320e98,GB67WPGZ21778545747706,GB50KCXI55795372376604,9746.89,GBP,2025-06-29 10:17:00.214290,1,Structuring
a6d0b042-b60e-4ec2-9a3f-3d67737cd73a,GB08ENXR92658352738396,GB87ANJM20667298361941,361.59,GBP,2025-06-29 10:20:47.885150,0,None
1a79ff56-77dc-4993-813f-8978707b204f,GB43KQVJ99991695359522,GB42NDLF83056820808207,1637.23,GBP,2025-06-29 10:26:08.665961,0,None
1f5918b9-8ff6-4ce5-a113-8dba89122417,GB86TKFD21560387108803,GB50KGYC31845605993423,1895.35,GBP,2025-06-29 10:26:33.293393,0,None
722c6f9e-6613-4cc3-abcd-e4ebfcb733b4,GB75MSIQ41232223208738,GB21AIDM52726189109531,1694.64,GBP,2025-06-29 10:36:44.943570,0,None
742098c0-cb77-4c30-b9c2-d96be2fc12d2,GB52GOAI50386072943062,GB24VKGL09043518406392,171.99,GBP,2025-06-29 10:37:19.878140,0,None
9ad81bb3-7b29-4dbe-88c0-ffe0dee926ee,GB09JJFX36479214990108,GB34LVUE19899020777308,10000.0,GBP,2025-06-29 10:52:01.436936,1,Round Amount
a0618766-2e87-4399-98ba-c849517c5b45,GB02XVSV01405650257870,GB06HRVQ19011456767761,1310.15,GBP,2025-06-29 10:53:39.558789,0,None
4ef10844-33e2-4cb1-852f-5ee3d8f3c80d,GB16DKZN22584819060459,GB80XJVF44310299321036,849.85,GBP,2025-06-29 10:58:36.302769,0,None
c410d678-6676-4372-a741-b5fe2754e415,GB25EUAI09324243009173,GB88FLOL04122664350945,1718.83,GBP,2025-06-29 11:00:14.905675,0,None
60bbe689-ae57-49ba-ab9d-c396e33c5896,GB90HWYZ93004603560897,GB15FGUW44944748485694,415.7,GBP,2025-06-29 11:01:46.350702,0,None
8cdd2cba-669e-4384-ae0e-ec93ff34d491,GB26GBTG53521517346606,GB15XBSJ09165737624266,1272.16,GBP,2025-06-29 11:07:53.438767,0,None
5af197e8-1536-4e78-8ec1-f17dc1f8c021,GB23ZGKJ56367988368636,GB38SUBP42941429049577,325.08,GBP,2025-06-29 11:07:58.195438,0,None
49ce260e-e4b4-4b78-972c-16ba78d4478a,GB58EOJA45122858937081,GB61DLFO25978336740891,1857.27,GBP,2025-06-29 11:10:17.962121,0,None
10aa48f5-9487-43f8-992d-c28c7501baf5,GB51CLAX63240510265838,GB66VNZN00301196227238,384.49,GBP,2025-06-29 11:10:33.684752,0,None
45a98fdc-52f0-451c-af41-bd1f6f50b583,GB03UTXU83292401162801,GB70KKGV13417622809541,1397.45,GBP,2025-06-29 11:21:15.825697,0,None
e6e4453b-fac6-43dd-b13d-a3a985e28508,GB59ZRZQ09718614229355,GB44PYOF13963620916049,377.61,GBP,2025-06-29 11:31:31.231401,0,None
5a2121cf-ca8c-4696-ab3d-bbb2182e736a,GB16JPEF45581708335142,GB71CMKF28989074993598,1989.29,GBP,2025-06-29 11:37:14.379140,0,None
1d1bdc8a-df5c-4165-9804-ebd0d525b5c4,GB54MLNJ26018637263199,GB92CVXU63876215774054,1548.67,GBP,2025-06-29 11:45:13.143516,0,None
ec86ec94-dd0a-4fd7-9e1f-0e380f2af034,GB63ICHY63255861333305,GB97AXFO72179316250553,1366.81,GBP,2025-06-29 11:52:23.011730,0,None
82b20369-31aa-4288-9a4e-c88320dfdbe7,GB43BAQK89496172150520,GB27JGUJ35497872965715,444.39,GBP,2025-06-29 11:54:15.067475,0,None
3259a20b-63b9-467e-9e7e-789a52e7a809,GB19BJUP73503188497416,GB15FGUW44944748485694,1851.43,GBP,2025-06-29 12:00:35.793813,0,None
bd24b776-eed7-4924-b2c3-f8eaebe5e997,GB50KGYC31845605993423,GB31DLUQ71994250592530,565.36,GBP,2025-06-29 12:03:32.112870,0,None
2ecc24e0-0914-4382-abc9-47ad739634a5,GB24CBGA89758638040441,GB03PYNT65776543959289,387.26,GBP,2025-06-29 12:13:39.752557,0,None
7f49deca-1b54-447d-a172-ef28b2b50540,GB36VYOV65786800551267,GB05GXDG40377917037930,364.2,GBP,2025-06-29 12:23:03.078306,0,None
85ff7668-b1f5-49f1-b5f4-46b8fe3dee8a,GB11BOFU48611562306780,GB29CIFI74151632956614,757.57,GBP,2025-06-29 12:40:33.627364,0,None
96448396-2269-4486-a91c-85e3c423ee28,GB07RZKT22220065977414,GB24KBBI51066605880959,1893.02,GBP,2025-06-29 12:40:57.544686,0,None
d850d0cf-fec2-4ea0-ae76-91ed2660f3f0,GB36CTZT71153334972969,GB76SPEV39766105417150,87.56,GBP,2025-06-29 12:45:31.239648,0,None
d84c1453-143d-45bf-a013-dfe99bf2809d,GB92IMGP33300304716623,GB18HXDY23155505705218,1735.66,GBP,2025-06-29 13:04:02.328247,0,None
f73eea8b-797c-4dc5-8ed3-de6aa0c2c97f,GB53SCYI39070547360157,GB87HEPW40265585924580,999.3,GBP,2025-06-29 13:07:00.262325,0,None
9d01b090-2eef-4a41-b28f-c65fe5569e3d,GB55DZEO12151970962731,GB11BOFU48611562306780,719.21,GBP,2025-06-29 13:17:28.112975,0,None
4b1a951c-241f-4135-8c0a-c96ab6ad6b2d,GB79UUTR60208289681814,GB34SQWX49138787018811,535.86,GBP,2025-06-29 13:35:34.862513,0,None
66cc29ee-6708-4180-8a1f-619ce49d1335,GB77XMTX04761029654419,GB35YCUR84246381512911,158.53,GBP,2025-06-29 13:37:08.701164,0,None
2a885e9e-0c95-40af-9959-e1842ac57660,GB92KAYI39035602858696,GB52MRID87677600643459,309.7,GBP,2025-06-29 13:37:18.282659,0,None
867afb80-af2a-4155-8dc5-6093d942c3eb,GB71IFFJ64069486175418,GB58EOJA45122858937081,1816.21,GBP,2025-06-29 13:38:24.142505,0,None
15244da9-1d57-42ba-bc4e-9caed41cb797,GB94EDZA00278649958700,GB80XJVF44310299321036,1581.35,GBP,2025-06-29 13:39:07.449119,0,None
4398387f-c294-470c-8624-4723cf7e8a31,GB95IWCH49317967060558,GB33ZKVY77741465183163,1501.79,GBP,2025-06-29 13:40:06.321889,0,None
c31a4059-b6dd-41c9-872c-268782799b26,GB63BKSB41179779631994,GB20FPNG30411761421524,1928.26,GBP,2025-06-29 14:01:28.178148,0,None
b31b59f1-99ee-469b-9830-debdc68a6e4c,GB39HPAV72185082261634,GB25LKAH53321012546759,1654.05,GBP,2025-06-29 14:02:17.204619,0,None
3ed7ee70-63ff-417a-a2eb-590f415479eb,GB16VHZN61620172951266,GB44QRJS15089244640350,1589.41,GBP,2025-06-29 14:02:51.510905,0,None
d923d3bd-2d19-4cea-8fad-d1233f1dad41,GB28LUOB30293011250186,GB50DCSS76759833261705,345.31,GBP,2025-06-29 14:05:29.864474,0,None
d9e9a3f9-8603-4f30-a7f6-dc91e76b76c5,GB89DXNE18563520076150,GB33SPJG57529255568084,1582.04,GBP,2025-06-29 14:11:02.448952,0,None
b81391a4-a40b-41fb-9164-0d97739afa7c,GB36CTZT71153334972969,GB98XTCX03852427622155,373.13,GBP,2025-06-29 14:14:36.336192,0,None
6fa0a8ba-a9cf-44c0-b6d5-e50df426f458,GB73KRYG87368072966180,GB80UZLA97333098703824,569.67,GBP,2025-06-29 14:16:13.675893,0,None
d4596392-5d0c-47d7-8e49-daa71082abd3,GB43RLCK50135247117887,GB40XTFS69210530712260,1763.84,GBP,2025-06-29 14:18:22.596885,0,None
82a81e17-d597-4c67-9c1f-ff97b914f4c0,GB82JKMC84689158336597,GB23CPBC95866399287987,1949.76,GBP,2025-06-29 14:23:36.939009,0,None
31af2b2f-0f35-44b7-86a4-cdc3960c236b,GB92XQXC67428954058474,GB53SCYI39070547360157,1042.63,GBP,2025-06-29 14:26:44.976264,0,None
225b6a8d-c660-4914-a905-e2f2badadcd6,GB74AESB75422489801476,GB72TXDP64803614544029,634.07,GBP,2025-06-29 14:40:37.117123,0,None
555fc867-fdb8-4915-b54e-1cbbd5e6b1ec,GB40JTQK90175240017550,GB68EONZ43494652650534,1692.27,GBP,2025-06-29 14:41:18.920328,0,None
da3f527e-7cff-4fae-b987-785c52be2027,GB39AYYR29656120646467,GB60ZWDS40247028814112,9767.97,GBP,2025-06-29 14:56:12.402584,1,Structuring
96c69b25-7397-4671-bc6d-a244e2e5a76e,GB76EHIE67870323812817,GB02QXMK51086199707839,1687.85,GBP,2025-06-29 14:59:13.287645,0,None
7a30b4f9-e7d2-41d7-92e0-f3a375239456,GB38OFER84993928866898,GB15TIAY39518695613440,1597.73,GBP,2025-06-29 15:06:43.999788,0,None
a88592a7-aa22-4da5-8f29-a664de0aaf40,GB73KRYG87368072966180,GB58KIBE44783075016327,453.65,GBP,2025-06-29 15:09:21.585377,0,None
bcab5a66-d45c-4f4c-9047-21e7240456f4,GB43JUDM45086295322307,GB21BEQO57405892303606,1785.1,GBP,2025-06-29 15:11:28.463384,0,None
cc201943-3b90-4f2a-a7ef-7d95a02bbb02,GB24MDPH05151332096730,GB90YDLF64458296945419,476.67,GBP,2025-06-29 15:13:57.569601,0,None
e657c146-ddaa-4159-abeb-5219421ec71a,GB74AESB75422489801476,GB80BVRI77954176755398,842.9,GBP,2025-06-29 15:18:46.341296,0,None
bf41a224-47ca-4824-bd71-adb8ff27a545,GB98PDHP05877522212004,GB24WWVL24169456468667,1410.33,GBP,2025-06-29 15:25:57.534758,0,None
df3e9a20-213d-4b2d-bc63-43b09626bd20,GB88UNKW92059483609016,GB33WKNO19503056878071,1049.66,GBP,2025-06-29 15:31:22.748688,0,None
20384943-ace4-4264-b926-659a3d74cffc,GB63ZJCC11201502615542,GB78VGZR95864178256019,769.29,GBP,2025-06-29 15:35:52.162277,0,None
310f0a40-861e-4580-a42b-a0c5ea42fcdd,GB30BGRV83331518016648,GB36TWAJ42823616010972,1532.76,GBP,2025-06-29 15:43:55.965843,0,None
4b566592-7307-4b96-9881-907cedeaa71b,GB40CNHS52574777437212,GB93NIAH23919325282671,1764.56,GBP,2025-06-29 15:45:48.377918,0,None
42fc8011-238a-454a-b53c-687c689c570f,GB56CSQY88374345096859,GB78JCAV24250596310626,1452.36,GBP,2025-06-29 15:47:37.747475,0,None
05251f19-387f-451d-b5d2-8e48592928e1,GB59SKGC20409543776618,GB25YNFS60296499104716,1761.79,GBP,2025-06-29 15:47:46.493883,0,None
a6ea64f7-3a02-408b-974c-2c08afb36467,GB17WAHT87806465949186,GB03NXGW53335016262510,413.95,GBP,2025-06-29 15:49:53.857816,0,None
860dbe49-d06d-407f-9ce3-a7b4a3540ee8,GB03UKXC88129886182070,GB81YAXN61615317660244,1297.11,GBP,2025-06-29 15:52:34.910257,0,None
fca0bb90-d06d-4450-a8ef-1c3ce8ac7939,GB55VPKN81678434073071,GB09JJFX36479214990108,1203.67,GBP,2025-06-29 15:53:27.459992,0,None
29d6a79d-81c6-472a-a415-d92c5f61c1a9,GB23QUSL91905309458759,GB86IUNA66961069637491,511.16,GBP,2025-06-29 15:53:48.507163,0,None
60313129-5db9-44b4-a188-7ba9033a79a2,GB77NFFZ60931642663316,GB21OMPN66082887458712,1907.59,GBP,2025-06-29 16:01:26.785131,0,None
f545c9d9-d853-4143-9917-4f21f2e76bc6,GB33FSAK50957928184726,GB45ZKJV57498839683825,1757.42,GBP,2025-06-29 16:02:30.505750,0,None
b8eafcd1-42a5-46de-b38c-e1bda7cec95d,GB87EETC84574965990527,GB36LWVQ91054825627396,1830.6,GBP,2025-06-29 16:07:26.376111,0,None
09da8654-ca46-407a-bb37-9f7abfc8a701,GB67WPGZ21778545747706,GB50KCXI55795372376604,9775.06,GBP,2025-06-29 16:17:00.214290,1,Structuring
749bb41c-2e1d-4363-9a79-21ffc3cc68c3,GB91PSPV98367607410593,GB67AVQO81574916716567,1502.56,GBP,2025-06-29 16:18:53.524337,0,None
966fb319-dea2-4a30-ab8f-670f6f00ee4b,GB90GINY58153988521789,GB46RMEN85272876032087,362.0,GBP,2025-06-29 16:20:40.913970,0,None
d4f856b9-0514-4f56-a4b9-a73048eed539,GB63YLPR03789121397436,GB02QXMK51086199707839,180.44,GBP,2025-06-29 16:21:29.810372,0,None
d6ef50f3-ae3c-4300-ae26-1e51a6d01744,GB87OVAV86657486597759,GB03UPPI59254123872493,688.22,GBP,2025-06-29 16:27:31.744459,0,None
2a3df764-c6c4-42a9-8f27-329a6e0ef3ee,GB69VPRK21979336860931,GB38YCFU45347491160847,1959.5,GBP,2025-06-29 16:37:24.469066,0,None
d5ceca47-62b9-45ff-bd83-9785f98775fe,GB17ARQR06094175024130,GB22DZKL32501699329745,128.6,GBP,2025-06-29 16:47:54.051313,0,None
9f3f8681-fe52-4d4e-a683-efe370df3bc5,GB07DRHR01693476912377,GB87QIWM40157746621997,1538.37,GBP,2025-06-29 16:49:03.469364,0,None
c4a9c3f5-43b3-47d6-a29e-3d03e6fc81a8,GB12YBKA68590233094621,GB39QIQC06247165693865,923.98,GBP,2025-06-29 17:06:23.905292,0,None
806a884e-a89b-43a7-93fc-f7f35ec40d43,GB40OQYV71819383477051,GB56RNRK64347608823092,1349.89,GBP,2025-06-29 17:16:34.662213,0,None
ec00e531-6d6a-470d-a851-9dd0fd853b58,GB98SBPR69285516215938,GB80MSCZ57376710529877,450.79,GBP,2025-06-29 17:18:59.627255,0,None
